"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"SPOCK2",-1.8506558111454,7.96541296981405,-29.0976534839159,4.59156363227983e-12,1.05117184188032e-09,18.3204254390581
"RAD51AP1",-1.35420193114966,6.51601154286723,-28.6079142759326,5.55933754169087e-12,1.20654101680591e-09,18.1297115990811
"MX1",1.14698179002061,11.015844464072,28.584778379751,5.61023722059953e-12,1.20654101680591e-09,18.1206106139969
"ADGRG1",-1.15477671125169,8.28406366374539,-27.6987098236036,7.99779506530938e-12,1.6520492512278e-09,17.7656615405254
"IFI44L",1.47910945384801,8.33486007638187,27.5914655597491,8.35473194353415e-12,1.6520492512278e-09,17.7218362125804
"TMBIM6",-3.57986776645623,3.77364144903846,-27.5840254809073,8.38012865213482e-12,1.6520492512278e-09,17.7187887508468
"IFNGR1",-1.4377855473879,5.47407452963109,-27.2595295226004,9.57372465853735e-12,1.8363438892335e-09,17.5849729843616
"CYP24A1",-1.32278414289471,8.4590653385459,-26.7604441503355,1.17854143997368e-11,2.20108121039296e-09,17.3756535875693
"SLC39A10",-1.43679893760605,7.16111673549243,-26.6892086530799,1.21439948204826e-11,2.20989567284526e-09,17.3454234151333
"KIF20A",-1.55596669806493,8.01282861987865,-26.3632809338352,1.39428348388716e-11,2.4738074712868e-09,17.2059599907768
"APLP2",-2.06057964226277,6.91737002865093,-26.2002091997259,1.49498317046552e-11,2.58777940507166e-09,17.1354647862212
"APOL1",-1.0503746873473,8.23258641079072,-25.6883254503375,1.86596384576726e-11,3.0797082356768e-09,16.9109989900907
"NCOA4",-2.2060462018376,5.38802265984571,-25.5914985640707,1.94680173019228e-11,3.14010269981241e-09,16.8679870593738
"ORF9b",4.57075148958789,11.7663558072401,25.118567817866,2.40029004934527e-11,3.78552410671187e-09,16.6553134738402
"ORF8",3.94020536852609,6.43272082495032,24.8545082610845,2.70249052100196e-11,4.16947287555454e-09,16.5346590145873
"CFB",-1.66365196161619,9.31655808947031,-24.6132031649344,3.01502758518296e-11,4.45784391084238e-09,16.4231769977617
"OASL",1.54523432113902,9.05137814329336,24.4892257833411,3.19069289398855e-11,4.6212954017626e-09,16.3654381600035
"QSOX1",-1.43739263577037,7.89365982377762,-23.6160042843693,4.79279996801231e-11,6.66951007313399e-09,15.9496051487989
"PET100",-1.15625090502068,5.09109851285542,-23.3873357998182,5.34444594496647e-11,7.15651563611831e-09,15.8379800361395
"IRF7",1.98627468739284,4.86714217621658,23.2275819667225,5.77061290709975e-11,7.58408144475683e-09,15.7593012274209
"HLTF",-1.02947345000982,10.0370699133259,-23.0147508505719,6.39669059768197e-11,7.8471617809091e-09,15.6535804077405
"GGNBP2",-1.08318304933448,7.01266567059139,-22.9138907199484,6.71882648153319e-11,8.08195110837984e-09,15.6031154774679
"GBP4",1.27736939578992,8.93477520308045,22.8690311376138,6.86772624887504e-11,8.12337553137770e-09,15.5805942478217
"LYZ",-2.01836987146545,4.48674773860423,-22.4915004141648,8.27267193584648e-11,9.40862473650331e-09,15.389181392988
"PJA2",-1.17964380930789,5.86798235702978,-22.4278800180041,8.53877510255607e-11,9.40862473650331e-09,15.356590255731
"TPX2",-1.0616304979647,10.3622987754464,-22.4104056637078,8.61348134177406e-11,9.40862473650331e-09,15.347621471081
"TCN1",-1.53424548782141,5.45465018812572,-22.3746706944881,8.76847442687076e-11,9.42876712234875e-09,15.3292573203427
"MUC20",-1.69611582529271,4.56052696039084,-22.3058807576438,9.07543100625786e-11,9.54284169153331e-09,15.2938188962002
"CKS2",-1.1320480106298,7.43469229198276,-22.0816098178484,1.0160010398675e-10,1.02991098700726e-08,15.177475795308
"ADAM9",-1.11326870702866,8.92936716136419,-22.0539069066412,1.03034634461767e-10,1.02991098700726e-08,15.1630182808097
"CEP55",-1.46856375836065,8.36549955967766,-21.7575912080547,1.19832661110617e-10,1.14925999446223e-08,15.0071729500352
"DDR1",-1.02342771607203,9.39390849261272,-21.355934928607,1.47523909463224e-10,1.37760155981645e-08,14.792335429272
"MUC5AC",-1.12162363768473,8.05090358856617,-21.1123431167218,1.67653309816169e-10,1.54524096073422e-08,14.6599781395532
"KIF2C",-1.03698292524008,8.22512350864842,-20.9595629046794,1.81788180959709e-10,1.6331021775583e-08,14.57615040661
"PLAU",-1.38675328787564,8.56260859965816,-20.9157475926908,1.86076821716119e-10,1.65073400464912e-08,14.55199257657
"CXCL5",-1.86037762374761,6.42920841563197,-20.7371637532264,2.04727846932274e-10,1.79376978972635e-08,14.4529833390672
"HERC5",1.48401253144315,7.07919012634031,20.5816641088166,2.22626660658189e-10,1.9035920610737e-08,14.3660503934689
"TYMS",-1.14023273350049,6.32614717283785,-20.2595386782683,2.65351717421951e-10,2.24190611731379e-08,14.1837857182361
"TGIF1",-1.11132696431032,5.4981853932628,-20.0532413018094,2.97343471828775e-10,2.42616881748549e-08,14.0654841944976
"PLK1",-1.02541699099864,8.72863565916096,-20.0527967313474,2.97416777682454e-10,2.42616881748549e-08,14.0652279067824
"CENPF",-1.04379700020452,10.0866411947463,-20.0041402510213,3.05559615145333e-10,2.44058224765944e-08,14.0371429226647
"SPP1",-2.2293254415137,5.12295065109012,-19.825349322834,3.3762452716998e-10,2.66235696591705e-08,13.9333380719674
"PTGS2",-1.48938286583841,7.68669543599626,-19.7331904331086,3.55563990063621e-10,2.77300839283683e-08,13.8794561764522
"MMP7",-1.49910530330962,8.4151408885879,-19.6751135422136,3.67398863197483e-10,2.83416275229624e-08,13.8453684305324
"FDCSP",-3.86700273243903,-Inf,-21.7419100894409,5.14988216800974e-10,3.76790863364589e-08,13.6347994787713
"TTK",-1.07351022577418,8.17868985674541,-19.2371621709511,4.71701120351562e-10,3.59963747433875e-08,13.584962977051
"GJB1",-1.66973632587539,5.80952904101462,-19.1070692062087,5.08575553163411e-10,3.76790863364589e-08,13.506447239085
"GRN",-1.67173483963305,4.61261235968967,-19.0128241014313,5.37239626013495e-10,3.85130265234118e-08,13.4492275824443
"HLA-E",-1.12885050530072,5.42568833327279,-18.9441501299481,5.59229250791682e-10,3.96884999286857e-08,13.4073518845016
"HJURP",-1.11417796334336,6.94788725305076,-18.8647528939171,5.85877048904223e-10,4.11680140205274e-08,13.3587455615159
"CDC20",-1.10486473375811,7.39042393809029,-18.524891065587,7.16572470342915e-10,4.88991809809968e-08,13.1483243119559
"CYBA",-1.04276495792918,7.28920202096244,-18.4326412271069,7.5728349030939e-10,5.07022729313749e-08,13.0905379249106
"CSN3",-1.0235520770611,6.18252407065219,-18.2172935478957,8.62427112505418e-10,5.66726409023236e-08,12.9545035832174
"KLHL24",-2.03827400441921,3.21204745113491,-18.0810485851456,9.37066010317479e-10,6.04577952293013e-08,12.8676034870529
"HMGCR",-1.88792182474369,4.58391602461871,-17.3294054398001,1.49738094948605e-09,9.4883148200915e-08,12.3761384000349
"NUSAP1",-1.79037776674223,5.01655646026828,-16.7253284244673,2.21304102718575e-09,1.30882934749477e-07,11.9656282929661
"SREBF2",-1.20450397974436,5.26337349859244,-16.4950111356769,2.57737128035007e-09,1.44028377768854e-07,11.8052702012178
"OAS1",1.43925644123437,7.42997762802771,16.438343298548,2.67665930003844e-09,1.48408211346663e-07,11.7654801658557
"UBE2C",-1.07914730693082,7.76887698052468,-16.4099438198041,2.72797162490784e-09,1.50080733503651e-07,11.745488787232
"TFCP2L1",-1.53494440551596,5.26852560641497,-16.2792842242188,2.97818823243713e-09,1.62586168350818e-07,11.6530767771571
"PDCD4",-1.01809981555295,6.61344769759316,-16.2480284577201,3.04166285005722e-09,1.63535463991334e-07,11.6308634959697
"UBE2T",-1.12521076790583,6.14610884315043,-16.2037531444445,3.13410130496093e-09,1.67238473393291e-07,11.599326141927
"SEMA3C",-1.10271329837977,6.59345080463228,-16.0037204502663,3.59142304989679e-09,1.86093353830102e-07,11.4557926500714
"ELF3",-1.22988582437427,7.57839766121303,-15.8490059897676,3.99473248042963e-09,2.03961269162655e-07,11.3435813816704
"SDC4",-1.9514016727046,6.43248394674612,-15.7110116329512,4.39607608986961e-09,2.17862883421746e-07,11.2426013026843
"MORF4L2",-1.09452539703929,6.8941629736523,-15.6931333125506,4.45119319376542e-09,2.17862883421746e-07,11.2294560187005
"STK17A",-1.12760534378278,5.34335973738176,-15.540883306249,4.95209187611873e-09,2.3746618949199e-07,11.1169249878271
"TMEM59",-2.90086044829428,3.43483567762888,-15.4448933569911,5.29909541246458e-09,2.47889340511588e-07,11.045431606239
"NBR1",-1.24116186161211,5.0219968328514,-15.4422091437435,5.3091700377288e-09,2.47889340511588e-07,11.0434262863202
"ZCCHC2",1.04967864897341,4.65948365106936,14.8544636686374,8.10741184219091e-09,3.40463324520881e-07,10.5961171717898
"VGLL1",-1.44095268984564,7.0917404706612,-14.7917959606366,8.48936071617737e-09,3.50284843039016e-07,10.5474348190739
"UBL5",-1.16884336849207,5.71088530266504,-14.6979690813216,9.09814175324319e-09,3.66872227402085e-07,10.4741809888769
"PDZK1IP1",-2.50053434879515,4.16394977982858,-14.5024775306628,1.05240813043038e-08,4.10381346245296e-07,10.3201255903712
"RBIS",-1.11298710916462,7.83282879796724,-14.4329081012338,1.10884964881187e-08,4.23091718151499e-07,10.264829952235
"IREB2",-1.03193237464198,6.19484141383286,-14.3099326719977,1.21680557783482e-08,4.52129276748363e-07,10.1664707004885
"PTTG1",-1.38554497819304,4.61673049515822,-14.0940621779804,1.43486642858695e-08,5.16916093587896e-07,9.99188137384112
"SAMD9L",1.05843771904724,7.61840145692915,13.9921340730619,1.55223741020757e-08,5.50811445012157e-07,9.9085759011225
"TRPC4AP",-1.07192384536984,6.56161667079261,-13.8585795777031,1.72202589161016e-08,6.0203043117031e-07,9.79856361385431
"FTH1",1.18857576604,8.37802054888034,13.3952733652445,2.48601073312568e-08,8.20614798743857e-07,9.40916743621017
"CHCHD2",-1.43880607946066,3.85089694452276,-13.3056700114872,2.67244929506279e-08,8.70017093901862e-07,9.33243027912665
"RNF128",-1.73628311183166,4.76580787219394,-13.0644601416621,3.25384796782827e-08,1.04966177398533e-06,9.12348252877748
"CCND1",-1.52146995132511,6.00493464600785,-12.987848387413,3.46610643303e-08,1.09816773907205e-06,9.05638159305555
"GPC1",-1.00269028436966,3.70162447798999,-12.620163878408,4.71603707110127e-08,1.44890541530761e-06,8.72926539566115
"SARAF",-1.05592831767482,6.42687083250129,-12.532563316499,5.08093762784685e-08,1.54761434956348e-06,8.65006357036504
"ASF1B",-1.4090935236863,4.3737147762245,-12.306431411569,6.17189587596611e-08,1.83271736534441e-06,8.44329539170927
"CLSTN3",-1.98202659176404,3.38599945321133,-12.2473582619438,6.49694290726355e-08,1.90532247160535e-06,8.38872198710301
"LAPTM4A",-2.65078019892634,2.8256916957001,-12.0144821693105,7.9707914463031e-08,2.26274827577653e-06,8.17128108319518
"RTL8A",-1.39415841110206,4.73797012281586,-11.9702651542004,8.28951200228717e-08,2.32847527465578e-06,8.12957381866627
"ISG15",1.2842203950849,9.28654313142879,11.7525471339149,1.00732571221233e-07,2.73629791113708e-06,7.92221293148753
"PLEKHB2",-1.39325283068799,4.20199965698181,-11.5272324694034,1.23650232201401e-07,3.25016925160496e-06,7.70404228433384
"COX16",-1.01263035091285,4.80446617944406,-11.1341214700054,1.78293478391318e-07,4.44539154446194e-06,7.31437489129654
"TIMP2",-1.3639758915439,7.45471110251479,-11.1290879356728,1.79143579218841e-07,4.44539154446194e-06,7.30930908497213
"TMEM132A",-1.06850720570771,3.5861841384538,-11.0199720074457,1.98690881791516e-07,4.82914105504929e-06,7.19900853029096
"SDC1",-1.16127672220529,5.61790392489291,-10.8731190799761,2.28720359593223e-07,5.39278535559172e-06,7.04908086594058
"MCRIP2",-1.18214923996063,3.34191182595353,-10.4854830836634,3.3422265114197e-07,7.14451251552578e-06,6.64493766236091
"SPINK1",-1.76533624047265,5.82215539078456,-10.1854228478532,4.51905608883097e-07,9.19514110672889e-06,6.3234328578939
"CDKN2A",-1.60341002966179,4.33021405545301,-10.0944099883646,4.95919145640142e-07,9.91419204678335e-06,6.22436910472052
"TNFRSF12A",-1.58791246430575,4.29871005726452,-9.16904212708201,1.32854231418145e-06,2.1978239635771e-05,5.17383811806772
"GABRP",-1.07602127106976,4.82161562809777,-9.10864783172118,1.42061526290648e-06,2.32117301145163e-05,5.10240168013936
"JUN",-1.07930902660604,5.55174678802367,-9.02143659912852,1.56590430831913e-06,2.49693998313834e-05,4.99859452189474
"PTPRS",-1.13794782015682,3.91321900006573,-8.80635287949218,1.99721708130245e-06,3.03517122612494e-05,4.7392426238576
"ID1",-1.3632298794193,3.00342311014933,-8.74347528136702,2.1462851923547e-06,3.22523291806765e-05,4.66251201794684
"ZWINT",-1.32578811941816,6.64890803414785,-8.32841610250914,3.48681852898453e-06,4.80503904858315e-05,4.14535104222804
"STK17B",-1.03015393039241,5.51667891782124,-8.27324915586333,3.72414537541734e-06,5.06326814738254e-05,4.07518824911182
"SOX11",1.69969574520843,5.48729014035258,8.11789648231679,4.49075383827529e-06,5.89110535863951e-05,3.87576290412035
"TGFB2",-1.0868845158246,4.48993288482192,-7.86058972307347,6.15867354526192e-06,7.63532825506599e-05,3.53935963110738
"ETV3",-1.16826504212621,4.3330636729987,-7.66162719728543,7.90262035114097e-06,9.41021755571265e-05,3.27389295485151
"PPP1R14C",-1.19326253415104,3.77638203056733,-7.07462203595344,1.69451616615762e-05,0.000174037355010429,2.46244423703721
"UBA52",-1.05248660165886,5.50193643124506,-7.01211006271449,1.8424689872311e-05,0.000185475211381264,2.37347137793319
"BNIP3L",-1.00712149971882,4.96223735772764,-6.92612684015873,2.06896452741255e-05,0.000203936684042318,2.25026804076208
"PSAP",-1.71887229548179,7.81381649585076,-6.51104507881937,3.66967076598846e-05,0.000324733833244639,1.6418694787767
"PPHLN1",-1.20176010441993,8.09008618388007,-6.26028453346779,5.24511261946803e-05,0.000425910346228428,1.26317068350905
"ZFYVE27",-1.78884259755976,6.07159598470506,-6.23358753656902,5.45113579050352e-05,0.000438128094056664,1.2223511878297
"MAGED4",-1.79986499523007,5.16990338291564,-6.17752639391095,5.91234799494744e-05,0.000466970460009901,1.13631829671412
"RPL26L1",-1.31549111347574,2.71400827015461,-6.15693427511202,6.09204411032679e-05,0.000479858346847827,1.10460949133574
"MED8",-1.50816257469605,6.59071568797548,-6.13793161715366,6.26303371071734e-05,0.00049114641154653,1.07529686896783
"PRXL2C",-1.01473074653456,2.40190580941381,-6.00574971854053,7.60331889399629e-05,0.000580847730793236,0.870032910729037
"EFCAB6",-2.12021609279008,5.8926828741243,-5.95223749115902,8.22992224923033e-05,0.000618726252148174,0.786253779290115
"FIGNL1",-1.52217992008358,5.78297690635101,-5.94334638871708,8.33924581989679e-05,0.000624299869027505,0.772295760124173
"USP1",-1.06783876578615,3.54638426485161,-5.85478032675286,9.51645942387474e-05,0.000691990907082367,0.632664942847592
"TOMM20",1.02658676301039,6.93395467839343,5.67267727877693,0.000125281496605761,0.000862388730757598,0.342184489183028
"EIF4EBP1",1.17073870613107,6.55217016676613,5.44170093759925,0.000178756651069468,0.00115435482496817,-0.0327829331599006
"SERF2",-1.09202165200662,5.32567397533435,-5.43129745191437,0.000181673901859583,0.00116893896781275,-0.0498428455251041
"SKA2",-1.13760450425554,2.46012048904427,-5.42235805361867,0.000184220861775838,0.00117891384672959,-0.0645136185543365
"H1-4",1.22418869375779,6.89202863468399,5.34993701888687,0.000206301666192895,0.00127815612686452,-0.183764567400138
"CDK2AP1",-1.08818569032438,6.30702068912802,-5.2996220988291,0.000223279828962363,0.00136018621986772,-0.267030643172
"DHX58",1.0683685646727,-Inf,5.31417991822037,0.00029743379079505,0.00172176803692698,-0.381527948996495
"MRFAP1",-1.78889045057597,-Inf,-5.22856796515747,0.000337558652197772,0.00189829933014864,-0.622502116613349
"TPRN",-1.2703953552487,5.85727874444173,-4.77116418834671,0.000523536628062754,0.00269047027470048,-1.16163205681684
"SMIM15",-1.04907721721047,5.58301192382447,-4.60024186913024,0.000695421617468924,0.00339904078455713,-1.45846038250544
"DPY30",1.57114371251123,5.94225791477041,4.55065173224516,0.000755687188734581,0.00363354470084642,-1.54521974393431
"INTS6",-1.33860715111418,6.94715788346547,-4.45279649996705,0.000891210381405718,0.00415566365100945,-1.71723103050268
"DBI",1.171081329882,8.20388593617132,4.29099364035603,0.00117385607056985,0.00521330196047198,-2.00390085832888
"TMEM38A",-1.16457348423392,6.06801283022535,-3.99441485651013,0.00196122402202118,0.00772013564060026,-2.5358635941596
"KRT9",1.92936327122058,9.13977887101888,3.87375776166032,0.00242360239486822,0.00910069110919562,-2.75432858020263
"TIMM9",1.04922691251943,7.11102651926581,3.85515219636523,0.00250436410778732,0.00934953817620547,-2.78810513874257
"SKA3",-1.05096371082905,3.10551879570277,-3.73705282675707,0.00308612664830616,0.0110953600927198,-3.00298616750246
"KRT1",1.57790827367668,9.35030318523717,3.4105077829039,0.00553398587207829,0.017723239049702,-3.60016397764323
"ACAP1",1.33526793948663,5.52890042361619,3.27894675868916,0.00701702586981228,0.0214192828378743,-3.84123370967857
"NA",NA,NA,NA,NA,NA,NA
"NA.1",NA,NA,NA,NA,NA,NA
"NA.2",NA,NA,NA,NA,NA,NA
"NA.3",NA,NA,NA,NA,NA,NA
"NA.4",NA,NA,NA,NA,NA,NA
"NA.5",NA,NA,NA,NA,NA,NA
"NA.6",NA,NA,NA,NA,NA,NA
"NA.7",NA,NA,NA,NA,NA,NA
"NA.8",NA,NA,NA,NA,NA,NA
"NA.9",NA,NA,NA,NA,NA,NA
"NA.10",NA,NA,NA,NA,NA,NA
"NA.11",NA,NA,NA,NA,NA,NA
"NA.12",NA,NA,NA,NA,NA,NA
"NA.13",NA,NA,NA,NA,NA,NA
"NA.14",NA,NA,NA,NA,NA,NA
"NA.15",NA,NA,NA,NA,NA,NA
"NA.16",NA,NA,NA,NA,NA,NA
"NA.17",NA,NA,NA,NA,NA,NA
"NA.18",NA,NA,NA,NA,NA,NA
"NA.19",NA,NA,NA,NA,NA,NA
"NA.20",NA,NA,NA,NA,NA,NA
"NA.21",NA,NA,NA,NA,NA,NA
"NA.22",NA,NA,NA,NA,NA,NA
"NA.23",NA,NA,NA,NA,NA,NA
"NA.24",NA,NA,NA,NA,NA,NA
"NA.25",NA,NA,NA,NA,NA,NA
"NA.26",NA,NA,NA,NA,NA,NA
"NA.27",NA,NA,NA,NA,NA,NA
"NA.28",NA,NA,NA,NA,NA,NA
"NA.29",NA,NA,NA,NA,NA,NA
"NA.30",NA,NA,NA,NA,NA,NA
"NA.31",NA,NA,NA,NA,NA,NA
"NA.32",NA,NA,NA,NA,NA,NA
"NA.33",NA,NA,NA,NA,NA,NA
"NA.34",NA,NA,NA,NA,NA,NA
"NA.35",NA,NA,NA,NA,NA,NA
"NA.36",NA,NA,NA,NA,NA,NA
"NA.37",NA,NA,NA,NA,NA,NA
"NA.38",NA,NA,NA,NA,NA,NA
"NA.39",NA,NA,NA,NA,NA,NA
"NA.40",NA,NA,NA,NA,NA,NA
"NA.41",NA,NA,NA,NA,NA,NA
"NA.42",NA,NA,NA,NA,NA,NA
"NA.43",NA,NA,NA,NA,NA,NA
"NA.44",NA,NA,NA,NA,NA,NA
"NA.45",NA,NA,NA,NA,NA,NA
"NA.46",NA,NA,NA,NA,NA,NA
"NA.47",NA,NA,NA,NA,NA,NA
"NA.48",NA,NA,NA,NA,NA,NA
"NA.49",NA,NA,NA,NA,NA,NA
"NA.50",NA,NA,NA,NA,NA,NA
"NA.51",NA,NA,NA,NA,NA,NA
"NA.52",NA,NA,NA,NA,NA,NA
"NA.53",NA,NA,NA,NA,NA,NA
"NA.54",NA,NA,NA,NA,NA,NA
"NA.55",NA,NA,NA,NA,NA,NA
"NA.56",NA,NA,NA,NA,NA,NA
"NA.57",NA,NA,NA,NA,NA,NA
"NA.58",NA,NA,NA,NA,NA,NA
"NA.59",NA,NA,NA,NA,NA,NA
"NA.60",NA,NA,NA,NA,NA,NA
"NA.61",NA,NA,NA,NA,NA,NA
"NA.62",NA,NA,NA,NA,NA,NA
"NA.63",NA,NA,NA,NA,NA,NA
"NA.64",NA,NA,NA,NA,NA,NA
"NA.65",NA,NA,NA,NA,NA,NA
"NA.66",NA,NA,NA,NA,NA,NA
"NA.67",NA,NA,NA,NA,NA,NA
"NA.68",NA,NA,NA,NA,NA,NA
"NA.69",NA,NA,NA,NA,NA,NA
"NA.70",NA,NA,NA,NA,NA,NA
"NA.71",NA,NA,NA,NA,NA,NA
"NA.72",NA,NA,NA,NA,NA,NA
"NA.73",NA,NA,NA,NA,NA,NA
"NA.74",NA,NA,NA,NA,NA,NA
"NA.75",NA,NA,NA,NA,NA,NA
"NA.76",NA,NA,NA,NA,NA,NA
"NA.77",NA,NA,NA,NA,NA,NA
"NA.78",NA,NA,NA,NA,NA,NA
"NA.79",NA,NA,NA,NA,NA,NA
"NA.80",NA,NA,NA,NA,NA,NA
"NA.81",NA,NA,NA,NA,NA,NA
"NA.82",NA,NA,NA,NA,NA,NA
"NA.83",NA,NA,NA,NA,NA,NA
"NA.84",NA,NA,NA,NA,NA,NA
"NA.85",NA,NA,NA,NA,NA,NA
"NA.86",NA,NA,NA,NA,NA,NA
"NA.87",NA,NA,NA,NA,NA,NA
"NA.88",NA,NA,NA,NA,NA,NA
"NA.89",NA,NA,NA,NA,NA,NA
"NA.90",NA,NA,NA,NA,NA,NA
"NA.91",NA,NA,NA,NA,NA,NA
"NA.92",NA,NA,NA,NA,NA,NA
"NA.93",NA,NA,NA,NA,NA,NA
"NA.94",NA,NA,NA,NA,NA,NA
"NA.95",NA,NA,NA,NA,NA,NA
"NA.96",NA,NA,NA,NA,NA,NA
"NA.97",NA,NA,NA,NA,NA,NA
"NA.98",NA,NA,NA,NA,NA,NA
"NA.99",NA,NA,NA,NA,NA,NA
"NA.100",NA,NA,NA,NA,NA,NA
"NA.101",NA,NA,NA,NA,NA,NA
"NA.102",NA,NA,NA,NA,NA,NA
"NA.103",NA,NA,NA,NA,NA,NA
"NA.104",NA,NA,NA,NA,NA,NA
"NA.105",NA,NA,NA,NA,NA,NA
"NA.106",NA,NA,NA,NA,NA,NA
"NA.107",NA,NA,NA,NA,NA,NA
"NA.108",NA,NA,NA,NA,NA,NA
"NA.109",NA,NA,NA,NA,NA,NA
"NA.110",NA,NA,NA,NA,NA,NA
"NA.111",NA,NA,NA,NA,NA,NA
"NA.112",NA,NA,NA,NA,NA,NA
"NA.113",NA,NA,NA,NA,NA,NA
"NA.114",NA,NA,NA,NA,NA,NA
"NA.115",NA,NA,NA,NA,NA,NA
"NA.116",NA,NA,NA,NA,NA,NA
"NA.117",NA,NA,NA,NA,NA,NA
"NA.118",NA,NA,NA,NA,NA,NA
"NA.119",NA,NA,NA,NA,NA,NA
"NA.120",NA,NA,NA,NA,NA,NA
"NA.121",NA,NA,NA,NA,NA,NA
"NA.122",NA,NA,NA,NA,NA,NA
"NA.123",NA,NA,NA,NA,NA,NA
"NA.124",NA,NA,NA,NA,NA,NA
"NA.125",NA,NA,NA,NA,NA,NA
"NA.126",NA,NA,NA,NA,NA,NA
"NA.127",NA,NA,NA,NA,NA,NA
"NA.128",NA,NA,NA,NA,NA,NA
"NA.129",NA,NA,NA,NA,NA,NA
"NA.130",NA,NA,NA,NA,NA,NA
"NA.131",NA,NA,NA,NA,NA,NA
"NA.132",NA,NA,NA,NA,NA,NA
"NA.133",NA,NA,NA,NA,NA,NA
"NA.134",NA,NA,NA,NA,NA,NA
"NA.135",NA,NA,NA,NA,NA,NA
"NA.136",NA,NA,NA,NA,NA,NA
"NA.137",NA,NA,NA,NA,NA,NA
"NA.138",NA,NA,NA,NA,NA,NA
"NA.139",NA,NA,NA,NA,NA,NA
"NA.140",NA,NA,NA,NA,NA,NA
"NA.141",NA,NA,NA,NA,NA,NA
"NA.142",NA,NA,NA,NA,NA,NA
"NA.143",NA,NA,NA,NA,NA,NA
"NA.144",NA,NA,NA,NA,NA,NA
"NA.145",NA,NA,NA,NA,NA,NA
"NA.146",NA,NA,NA,NA,NA,NA
"NA.147",NA,NA,NA,NA,NA,NA
"NA.148",NA,NA,NA,NA,NA,NA
"NA.149",NA,NA,NA,NA,NA,NA
